2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/webob/compat.py:5: DeprecationWarning: 'cgi' is deprecated and slated for removal in Python 3.13
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_utils/eventletutils.py:34: DeprecationWarning: eventletutils module is deprecated and will be removed.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/eventlet_backdoor.py:36: DeprecationWarning: The 'oslo_service.eventlet_backdoor' module usage is deprecated and will be removed in version '2026.2': The 'eventlet_backdoor' module is deprecated and will be removed in version 2026.2. This module is not being replaced. Please migrate away from using it and remove any dependencies on this module.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/sslutils.py:24: DeprecationWarning: The 'oslo_service.sslutils' module usage is deprecated and will be removed in version '2026.2': The 'oslo_service.sslutils' module is deprecated and will be removed in version 2026.2.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_policy/policy.py:1644: DeprecationWarning: volume_extension:quotas:show deprecated without deprecated_reason or deprecated_since. This will be an error in a future release
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/eventlet/__init__.py:83: DeprecationWarning: Using fork() is a bad idea, and there is no guarantee eventlet will work. See https://eventlet.readthedocs.io/en/latest/fork.html for more details.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Option "api_paste_config" from group "DEFAULT" is deprecated for removal (The 'api_paste_config' option is deprecated and will be removed in a future release.).  Its value may be silently ignored in the future.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service : /opt/stack/cinder/cinder/api/validation/validators.py:126: DeprecationWarning: FormatChecker.cls_checks is deprecated. Call FormatChecker.checks on a specific FormatChecker instance instead.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes___DEFAULT__ is set by the default quota flag: quota_volumes___DEFAULT__, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes___DEFAULT__ is set by the default quota flag: quota_gigabytes___DEFAULT__, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots___DEFAULT__ is set by the default quota flag: quota_snapshots___DEFAULT__, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-1196965000 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-1196965000, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-1196965000 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-1196965000, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-1196965000 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-1196965000, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-1705093436 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-1705093436, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-1705093436 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-1705093436, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-1705093436 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-1705093436, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-12661546 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-12661546, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-12661546 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-12661546, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-12661546 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-12661546, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-1843278032 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-1843278032, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-1843278032 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-1843278032, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-826701565 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-826701565, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-826701565 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-826701565, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesAccessTest-volume-type-584486705 is set by the default quota flag: quota_volumes_tempest-VolumeTypesAccessTest-volume-type-584486705, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesAccessTest-volume-type-584486705 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesAccessTest-volume-type-584486705, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsV319Test-volume-type-664025627 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsV319Test-volume-type-664025627, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsV319Test-volume-type-664025627 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsV319Test-volume-type-664025627, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsV319Test-volume-type-664025627 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsV319Test-volume-type-664025627, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsV314Test-volume-type-502693549 is set by the default quota flag: quota_volumes_tempest-GroupsV314Test-volume-type-502693549, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsV314Test-volume-type-502693549 is set by the default quota flag: quota_gigabytes_tempest-GroupsV314Test-volume-type-502693549, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-1505122837 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-1505122837, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-1505122837 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-1505122837, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-43084992 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-43084992, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-43084992 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-43084992, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-524510072-325533763 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-524510072-325533763, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-524510072-325533763 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-524510072-325533763, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-776514484-2071331920 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-776514484-2071331920, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-776514484-2071331920 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-776514484-2071331920, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1556600775-1556982132 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1556600775-1556982132, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1556600775-1556982132 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1556600775-1556982132, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-2075575545 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-2075575545, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-2075575545 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-2075575545, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-189148662 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-189148662, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-189148662 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-189148662, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-204695618 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-204695618, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-204695618 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-204695618, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-1503865433 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-1503865433, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-1503865433 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-1503865433, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-372993104 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-372993104, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-372993104 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-372993104, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-776118680 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-776118680, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-776118680 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-776118680, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-910709722 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-910709722, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-910709722 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-910709722, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-226214105 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-226214105, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-226214105 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-226214105, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-276610915 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-276610915, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-276610915 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-276610915, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-1976845047 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-1976845047, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-1976845047 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-1976845047, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Consistency Group APIs are deprecated. Use Generic Volume Group APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1580646498 is set by the default quota flag: quota_volumes_tempest-volume-type-1580646498, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1580646498 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1580646498, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Consistency Group Snapshot APIs are deprecated. Use Generic Volume Group Snapshot APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-1580646498 is set by the default quota flag: quota_snapshots_tempest-volume-type-1580646498, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1003587527 is set by the default quota flag: quota_volumes_tempest-volume-type-1003587527, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1003587527 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1003587527, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1601041931 is set by the default quota flag: quota_volumes_tempest-volume-type-1601041931, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1601041931 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1601041931, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-1601041931 is set by the default quota flag: quota_snapshots_tempest-volume-type-1601041931, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-401801367 is set by the default quota flag: quota_volumes_tempest-volume-type-401801367, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-401801367 is set by the default quota flag: quota_gigabytes_tempest-volume-type-401801367, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Jul  np0000039491 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-sch.txt:Jul  np0000039491 cinder-scheduler : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
1 :: /home/zuul/logs/screen-c-sch.txt:Jul  np0000039491 cinder-scheduler : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
1 :: /home/zuul/logs/screen-c-vol.txt:Jul  np0000039491 cinder-volume : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
1 :: /home/zuul/logs/screen-c-vol.txt:Jul  np0000039491 cinder-volume : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
