2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/webob/compat.py:5: DeprecationWarning: 'cgi' is deprecated and slated for removal in Python 3.13
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_utils/eventletutils.py:34: DeprecationWarning: eventletutils module is deprecated and will be removed.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/eventlet_backdoor.py:36: DeprecationWarning: The 'oslo_service.eventlet_backdoor' module usage is deprecated and will be removed in version '2026.2': The 'eventlet_backdoor' module is deprecated and will be removed in version 2026.2. This module is not being replaced. Please migrate away from using it and remove any dependencies on this module.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/sslutils.py:24: DeprecationWarning: The 'oslo_service.sslutils' module usage is deprecated and will be removed in version '2026.2': The 'oslo_service.sslutils' module is deprecated and will be removed in version 2026.2.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_policy/policy.py:1630: DeprecationWarning: volume_extension:quotas:show deprecated without deprecated_reason or deprecated_since. This will be an error in a future release
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/eventlet/__init__.py:83: DeprecationWarning: Using fork() is a bad idea, and there is no guarantee eventlet will work. See https://eventlet.readthedocs.io/en/latest/fork.html for more details.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Option "api_paste_config" from group "DEFAULT" is deprecated for removal (The 'api_paste_config' option is deprecated and will be removed in a future release.).  Its value may be silently ignored in the future.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service : /opt/stack/cinder/cinder/api/validation/validators.py:126: DeprecationWarning: FormatChecker.cls_checks is deprecated. Call FormatChecker.checks on a specific FormatChecker instance instead.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-1387212857 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-1387212857, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsV319Test-volume-type-439255188 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsV319Test-volume-type-439255188, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsV319Test-volume-type-439255188 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsV319Test-volume-type-439255188, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsV319Test-volume-type-439255188 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsV319Test-volume-type-439255188, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-1 is set by the default quota flag: quota_volumes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-1 is set by the default quota flag: quota_gigabytes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-2 is set by the default quota flag: quota_volumes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-2 is set by the default quota flag: quota_gigabytes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Consistency Group APIs are deprecated. Use Generic Volume Group APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-400458689 is set by the default quota flag: quota_volumes_tempest-volume-type-400458689, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-400458689 is set by the default quota flag: quota_gigabytes_tempest-volume-type-400458689, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Consistency Group Snapshot APIs are deprecated. Use Generic Volume Group Snapshot APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-400458689 is set by the default quota flag: quota_snapshots_tempest-volume-type-400458689, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1873459435 is set by the default quota flag: quota_volumes_tempest-volume-type-1873459435, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1873459435 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1873459435, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-606857769 is set by the default quota flag: quota_volumes_tempest-volume-type-606857769, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-606857769 is set by the default quota flag: quota_gigabytes_tempest-volume-type-606857769, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-606857769 is set by the default quota flag: quota_snapshots_tempest-volume-type-606857769, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1299347714 is set by the default quota flag: quota_volumes_tempest-volume-type-1299347714, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1299347714 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1299347714, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-701869561 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-701869561, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-701869561 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-701869561, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-1252370977 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-1252370977, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-1252370977 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-1252370977, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-1444928490 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-1444928490, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-1444928490 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-1444928490, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-659687042 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-659687042, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-659687042 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-659687042, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-659687042 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-659687042, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-654676080 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-654676080, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-654676080 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-654676080, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-654676080 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-654676080, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-1775914367 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-1775914367, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-1775914367 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-1775914367, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-1775914367 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-1775914367, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-777742144 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-777742144, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-777742144 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-777742144, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-283550156 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-283550156, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-283550156 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-283550156, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-554871982 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-554871982, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-554871982 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-554871982, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-941556990 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-941556990, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-941556990 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-941556990, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-489246021-1445069717 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-489246021-1445069717, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-489246021-1445069717 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-489246021-1445069717, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-360315555-599286514 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-360315555-599286514, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-360315555-599286514 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-360315555-599286514, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1947054038-160635427 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1947054038-160635427, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1947054038-160635427 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1947054038-160635427, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-653965929 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-653965929, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-653965929 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-653965929, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-729300474 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-729300474, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-729300474 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-729300474, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-798225810 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-798225810, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-798225810 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-798225810, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-2018277946 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-2018277946, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-2018277946 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-2018277946, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-809346728 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-809346728, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000041651 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-809346728 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-809346728, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-sch.txt:Aug  np0000041651 cinder-scheduler : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
1 :: /home/zuul/logs/screen-c-sch.txt:Aug  np0000041651 cinder-scheduler : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
1 :: /home/zuul/logs/screen-c-vol.txt:Aug  np0000041651 cinder-volume : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
1 :: /home/zuul/logs/screen-c-vol.txt:Aug  np0000041651 cinder-volume : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
